交易明細,__EMPTY,__EMPTY_1,__EMPTY_2,__EMPTY_3,__EMPTY_4,__EMPTY_5,__EMPTY_6,__EMPTY_7,__EMPTY_8,__EMPTY_9,__EMPTY_10,__EMPTY_11,__EMPTY_12,__EMPTY_13,__EMPTY_14
19,37,進入Long,TXF_BreakOut_LE,43963,0.9583333333333334,10912,1,-5800,-1.063049853372434,1750,0.17500000000000002,1150,0.21077712609970672,-5650,-1.035557184750733
,38,離開Long,TXF_Breakout_LX,43964,0.20833333333333334,10802,1,,,,,,,,
20,39,進入Long,TXF_BreakOut_LE,43969,0.4479166666666667,10773,1,6300,1.1695906432748537,8050,0.8049999999999999,9800,1.8193632228719947,-2600,-0.4826882019864476
,40,離開Long,TXF_Settlement_LX,43971,0.53125,10905,1,,,,,,,,
21,41,進入Long,TXF_BreakOut_LE,43972,0.20833333333333334,10908,1,-1950,-0.35753575357535755,6100,0.61,4850,0.8892555922258892,-1800,-0.33003300330033003
,42,離開Long,TXF_Breakout_LX,43973,0.041666666666666664,10875,1,,,,,,,,
22,43,進入Long,TXF_BreakOut_LE,43976,0.7083333333333334,10840,1,4550,0.8394833948339484,10650,1.065,11700,2.158671586715867,-1100,-0.20295202952029517
,44,離開Long,TXF_Breakout_LX,43979,0.53125,10937,1,,,,,,,,
23,45,進入Long,TXF_BreakOut_LE,43983,0.4479166666666667,10980,1,33650,6.129326047358834,44300,4.43,38100,6.939890710382514,-600,-0.1092896174863388
,46,離開Long,TXF_Breakout_LX,43993,0.53125,11659,1,,,,,,,,
24,47,進入Long,TXF_BreakOut_LE,43998,0.125,11362,1,5450,0.9593381446928357,49750,4.9750000000000005,10450,1.839464882943144,-200,-0.035205069530012324
,48,離開Long,TXF_Settlement_LX,43999,0.53125,11477,1,,,,,,,,
25,49,進入Long,TXF_BreakOut_LE,44000,0.7916666666666666,11466,1,-5550,-0.9680795395081109,44200,4.42,50,0.008721437292865864,-5400,-0.9419152276295133
,50,離開Long,TXF_Breakout_LX,44002,0.041666666666666664,11361,1,,,,,,,,
26,51,進入Long,TXF_BreakOut_LE,44005,0.125,11461,1,-5250,-0.9161504231742432,38950,3.895,3800,0.6631184015356426,-5100,-0.889974696797836
,52,離開Long,TXF_Breakout_LX,44005,0.4479166666666667,11362,1,,,,,,,,
27,53,進入Long,TXF_BreakOut_LE,44012,0.4479166666666667,11460,1,26150,4.56369982547993,65100,6.510000000000001,36450,6.361256544502618,-2550,-0.44502617801047123
,54,離開Long,TXF_Breakout_LX,44019,0.7083333333333334,11989,1,,,,,,,,
28,55,進入Long,TXF_BreakOut_LE,44020,0.041666666666666664,12060,1,2500,0.41459369817578773,67600,6.76,7950,1.3184079601990049,-3750,-0.6218905472636816
,56,離開Long,TXF_Breakout_LX,44022,0.041666666666666664,12116,1,,,,,,,,
29,57,進入Long,TXF_BreakOut_LE,44022,0.20833333333333334,12181,1,-4200,-0.6895985551268369,63400,6.34,1450,0.23807569165093176,-4050,-0.6649700353008784
,58,離開Long,TXF_Breakout_LX,44022,0.4479166666666667,12103,1,,,,,,,,
30,59,進入Long,TXF_BreakOut_LE,44023,0.20833333333333334,12061,1,10800,1.7908962772572756,74200,7.42,12950,2.1474172954149737,-150,-0.02487355940635105
,60,離開Long,TXF_Settlement_LX,44027,0.53125,12283,1,,,,,,,,
31,61,進入Long,TXF_BreakOut_LE,44029,0.125,12027,1,-1100,-0.18292175937474017,73100,7.31,5400,0.8979795460214518,-950,-0.1579778830963665
,62,離開Long,TXF_Breakout_LX,44032,0.4479166666666667,12011,1,,,,,,,,
32,63,進入Long,TXF_BreakOut_LE,44033,0.041666666666666664,12088,1,8100,1.3401720714758438,81200,8.12,13900,2.299801455989411,-400,-0.06618133686300463
,64,離開Long,TXF_Breakout_LX,44035,0.4479166666666667,12256,1,,,,,,,,
33,65,進入Long,TXF_BreakOut_LE,44039,0.4479166666666667,12400,1,2850,0.4596774193548387,84050,8.405,24850,4.008064516129032,-150,-0.024193548387096774
,66,離開Long,TXF_Breakout_LX,44040,0.53125,12463,1,,,,,,,,
34,67,進入Long,TXF_BreakOut_LE,44041,0.125,12408,1,-3100,-0.49967762733720184,80950,8.094999999999999,450,0.07253384912959382,-2950,-0.4754996776273372
,68,離開Long,TXF_Breakout_LX,44041,0.20833333333333334,12352,1,,,,,,,,
35,69,進入Long,TXF_BreakOut_LE,44041,0.9583333333333334,12489,1,-1400,-0.2241972936183842,79550,7.954999999999999,8200,1.3131555769076788,-1250,-0.20017615501641445
,70,離開Long,TXF_Breakout_LX,44042,0.9583333333333334,12467,1,,,,,,,,
36,71,進入Long,TXF_BreakOut_LE,44043,0.4479166666666667,12603,1,-7200,-1.1425850987860033,72350,7.234999999999999,1900,0.3015155121796398,-7050,-1.1187812425612949
,72,離開Long,TXF_Breakout_LX,44044,0.041666666666666664,12465,1,,,,,,,,
37,73,進入Long,TXF_BreakOut_LE,44046,0.4479166666666667,12553,1,-5200,-0.8284872142117422,67150,6.715,500,0.07966223213574444,-5050,-0.8045885445710188
,74,離開Long,TXF_ThisBar_LX,44046,0.4479166666666667,12455,1,,,,,,,,
38,75,進入Long,TXF_BreakOut_LE,44047,0.125,12492,1,12700,2.033301312840218,79850,7.985,21500,3.4422030099263528,-850,-0.1360870957412744
,76,離開Long,TXF_Breakout_LX,44050,0.4479166666666667,12752,1,,,,,,,,
39,77,進入Long,TXF_BreakOut_LE,44053,0.4479166666666667,12789,1,-1700,-0.26585346782391117,78150,7.8149999999999995,5650,0.8835718195324107,-1550,-0.24239580889827195
,78,離開Long,TXF_Breakout_LX,44054,0.53125,12761,1,,,,,,,,
40,79,進入Long,TXF_BreakOut_LE,44054,0.7916666666666666,12769,1,-3750,-0.587360012530347,74400,7.4399999999999995,500,0.07831466833737959,-3600,-0.563865612029133
,80,離開Long,TXF_Breakout_LX,44055,0.20833333333333334,12700,1,,,,,,,,
41,81,進入Long,TXF_BreakOut_LE,44056,0.041666666666666664,12801,1,-5500,-0.8593078665729239,68900,6.890000000000001,1600,0.2499804702757597,-5350,-0.8358721974845715
,82,離開Long,TXF_Breakout_LX,44056,0.7083333333333334,12697,1,,,,,,,,
42,83,進入Long,TXF_BreakOut_LE,44057,0.53125,12777,1,3000,0.46959380136182205,71900,7.19,12450,1.9488142756515614,-2200,-0.34436878766533613
,84,離開Long,TXF_Breakout_LX,44061,0.53125,12843,1,,,,,,,,
43,85,進入Long,TXF_BreakOut_LE,44064,0.53125,12527,1,10150,1.6204997206034966,82050,8.205,19750,3.153189111519119,-3300,-0.5268619781272452
,86,離開Long,TXF_Breakout_LX,44071,0.041666666666666664,12736,1,,,,,,,,
44,87,進入Long,TXF_BreakOut_LE,44076,0.7916666666666666,12716,1,-3600,-0.5662157911292859,78450,7.845000000000001,6950,1.093111041207927,-3450,-0.542623466498899
,88,離開Long,TXF_Breakout_LX,44077,0.9583333333333334,12650,1,,,,,,,,
45,89,進入Long,TXF_BreakOut_LE,44079,0.20833333333333334,12623,1,-2050,-0.32480392933534025,76400,7.64,5350,0.8476590350946684,-4400,-0.6971401410124376
,90,離開Long,TXF_Breakout_LX,44082,0.875,12588,1,,,,,,,,
46,91,進入Long,TXF_BreakOut_LE,44083,0.125,12609,1,-3500,-0.5551590134031248,72900,7.290000000000001,0,0,-3350,-0.5313664842572765
,92,離開Long,TXF_ThisBar_LX,44083,0.125,12545,1,,,,,,,,
47,93,進入Long,TXF_BreakOut_LE,44083,0.7083333333333334,12606,1,500,0.07932730445819451,73400,7.340000000000001,6350,1.0074567666190704,-850,-0.1348564175789307
,94,離開Long,TXF_Breakout_LX,44085,0.125,12622,1,,,,,,,,
48,95,進入Long,TXF_BreakOut_LE,44086,0.20833333333333334,12626,1,17800,2.8195786472358626,91200,9.120000000000001,18600,2.946301283066688,-150,-0.023760494218279738
,96,離開Long,TXF_Settlement_LX,44090,0.53125,12988,1,,,,,,,,
49,97,進入Long,TXF_BreakOut_LE,44092,0.4479166666666667,12839,1,-3650,-0.5685801074850066,87550,8.755,1200,0.18693044629644054,-3500,-0.5452138016979515
,98,離開Long,TXF_Breakout_LX,44093,0.125,12772,1,,,,,,,,
50,99,進入Long,TXF_BreakOut_LE,44097,0.5729166666666666,12522,1,-4300,-0.686791247404568,83250,8.325000000000001,2100,0.33540967896502155,-4150,-0.6628334131927807
,100,離開Long,TXF_Breakout_LX,44098,0.125,12442,1,,,,,,,,
51,101,進入Long,TXF_BreakOut_LE,44100,0.125,12198,1,9550,1.5658304640104936,92800,9.28,16000,2.6233808821118214,-150,-0.024594195769798325
,102,離開Long,TXF_Breakout_LX,44103,0.7083333333333334,12395,1,,,,,,,,
52,103,進入Long,TXF_BreakOut_LE,44110,0.041666666666666664,12606,1,-100,-0.015865460891638903,92700,9.27,6200,0.9836585752816118,-1100,-0.17452006980802792
,104,離開Long,TXF_Breakout_LX,44111,0.20833333333333334,12610,1,,,,,,,,
53,105,進入Long,TXF_BreakOut_LE,44111,0.53125,12712,1,8600,1.3530522341095028,101300,10.13,11000,1.7306482064191318,-150,-0.023599748269351795
,106,離開Long,TXF_Holiday_LX,44113,0.125,12890,1,,,,,,,,
54,107,進入Long,TXF_BreakOut_LE,44117,0.7083333333333334,12924,1,-2500,-0.386877127824203,98800,9.879999999999999,1450,0.22438873413803775,-2350,-0.3636645001547509
,108,離開Long,TXF_Breakout_LX,44118,0.5729166666666666,12880,1,,,,,,,,
55,109,進入Long,TXF_BreakOut_LE,44120,0.53125,12865,1,-6700,-1.0415856976292266,92100,9.21,0,0,-6550,-1.0182666148464827
,110,離開Long,TXF_Breakout_LX,44120,0.5729166666666666,12737,1,,,,,,,,
56,111,進入Long,TXF_BreakOut_LE,44121,0.20833333333333334,12770,1,5900,0.9240407204385279,98000,9.8,8650,1.3547376664056383,-1900,-0.29757243539545813
,112,離開Long,TXF_Settlement_LX,44125,0.53125,12894,1,,,,,,,,
57,113,進入Long,TXF_BreakOut_LE,44126,0.20833333333333334,12807,1,-3900,-0.6090419301944249,94100,9.41,150,0.023424689622862496,-3750,-0.5856172405715624
,114,離開Long,TXF_Breakout_LX,44126,0.4479166666666667,12735,1,,,,,,,,
58,115,進入Long,TXF_BreakOut_LE,44126,0.7083333333333334,12840,1,-1300,-0.20249221183800625,92800,9.28,4600,0.7165109034267912,-2450,-0.38161993769470404
,116,離開Long,TXF_Breakout_LX,44130,0.9583333333333334,12820,1,,,,,,,,
59,117,進入Long,TXF_BreakOut_LE,44137,0.4479166666666667,12472,1,28400,4.554201411161,121200,12.120000000000001,43750,7.015715202052599,-3700,-0.5933290570878769
,118,離開Long,TXF_Breakout_LX,44145,0.53125,13046,1,,,,,,,,
60,119,進入Long,TXF_BreakOut_LE,44146,0.53125,13218,1,-1450,-0.21939779089120895,119750,11.975,5350,0.8095021939779089,-1300,-0.19670146769556665
,120,離開Long,TXF_Breakout_LX,44147,0.53125,13195,1,,,,,,,,
61,121,進入Long,TXF_BreakOut_LE,44147,0.7916666666666666,13283,1,-4800,-0.7227282993299706,114950,11.495,500,0.07528419784687194,-4650,-0.7001430399759091
,122,離開Long,TXF_Breakout_LX,44148,0.4479166666666667,13193,1,,,,,,,,
62,123,進入Long,TXF_BreakOut_LE,44153,0.125,13659,1,500,0.07321180174244088,115450,11.545,1800,0.26356248627278717,-2100,-0.30748956731825167
,124,離開Long,TXF_Settlement_LX,44153,0.53125,13675,1,,,,,,,,
63,125,進入Long,TXF_BreakOut_LE,44160,0.20833333333333334,13866,1,-4750,-0.6851290927448436,110700,11.07,2000,0.28847540747151307,-4600,-0.6634934371844801
,126,離開Long,TXF_Breakout_LX,44160,0.53125,13777,1,,,,,,,,
64,127,進入Long,TXF_BreakOut_LE,44162,0.5729166666666666,13885,1,-3400,-0.4897371263953907,107300,10.73,4350,0.6265754411235146,-3250,-0.4681310767014764
,128,離開Long,TXF_Breakout_LX,44165,0.5729166666666666,13823,1,,,,,,,,
65,129,進入Long,TXF_BreakOut_LE,44166,0.53125,13830,1,24500,3.5430224150397684,131800,13.18,29600,4.280549530007231,-150,-0.021691973969631236
,130,離開Long,TXF_Breakout_LX,44175,0.041666666666666664,14326,1,,,,,,,,
66,131,進入Long,TXF_BreakOut_LE,44181,0.4479166666666667,14209,1,3200,0.45041874868041387,135000,13.5,4400,0.619325779435569,-150,-0.0211133788443944
,132,離開Long,TXF_Settlement_LX,44181,0.53125,14279,1,,,,,,,,
67,133,進入Long,TXF_BreakOut_LE,44182,0.5729166666666666,14153,1,-1350,-0.19077227442944958,133650,13.364999999999998,3300,0.466332226383099,-1200,-0.16957535504839966
,134,離開Long,TXF_Breakout_LX,44183,0.5729166666666666,14132,1,,,,,,,,
68,135,進入Long,TXF_BreakOut_LE,44186,0.5729166666666666,14301,1,-8400,-1.1747430249632893,125250,12.525,1500,0.20977554017201594,-8250,-1.1537654709460876
,136,離開Long,TXF_Breakout_LX,44187,0.5729166666666666,14139,1,,,,,,,,
69,137,進入Long,TXF_BreakOut_LE,44188,0.7916666666666666,14151,1,24100,3.4061197088544977,149350,14.935,27900,3.9431842272630915,-1200,-0.1695993216027136
,138,離開Long,TXF_Holiday_LX,44197,0.125,14639,1,,,,,,,,
70,139,進入Long,TXF_BreakOut_LE,44202,0.20833333333333334,15039,1,-8800,-1.170290577830973,140550,14.055000000000001,4900,0.6516390717467917,-8650,-1.1503424429815812
,140,離開Long,TXF_Breakout_LX,44202,0.53125,14869,1,,,,,,,,
71,141,進入Long,TXF_BreakOut_LE,44207,0.7083333333333334,15538,1,7050,0.9074526966147509,147600,14.760000000000002,26000,3.3466340584373797,-6700,-0.8624018535204016
,142,離開Long,TXF_Breakout_LX,44211,0.53125,15685,1,,,,,,,,
72,143,進入Long,TXF_BreakOut_LE,44215,0.53125,15842,1,2550,0.32192904936245426,150150,15.015,5950,0.7511677818457265,-1500,-0.18937002903673777
,144,離開Long,TXF_Settlement_LX,44216,0.53125,15899,1,,,,,,,,
73,145,進入Long,TXF_BreakOut_LE,44217,0.4479166666666667,15801,1,7500,0.9493070058857035,157650,15.765,18950,2.398582368204544,-1750,-0.22150496803999747
,146,離開Long,TXF_Breakout_LX,44218,0.53125,15957,1,,,,,,,,
74,147,進入Long,TXF_BreakOut_LE,44228,0.5729166666666666,15391,1,15950,2.072639854460399,173600,17.36,24500,3.183678773309077,-3950,-0.5132869859008512
,148,離開Long,TXF_Breakout_LX,44231,0.041666666666666664,15716,1,,,,,,,,
75,149,進入Long,TXF_BreakOut_LE,44245,0.4479166666666667,16369,1,-4650,-0.5681471073370395,168950,16.895,7700,0.940802736880689,-4500,-0.5498197812939093
,150,離開Long,TXF_Breakout_LX,44245,0.9583333333333334,16282,1,,,,,,,,
76,151,進入Long,TXF_BreakOut_LE,44246,0.20833333333333334,16327,1,-5000,-0.6124823911312549,163950,16.395,250,0.03062411955656275,-4850,-0.5941079193973173
,152,離開Long,TXF_Breakout_LX,44246,0.4479166666666667,16233,1,,,,,,,,
77,153,進入Long,TXF_BreakOut_LE,44250,0.041666666666666664,16335,1,-4100,-0.5019895928986838,159850,15.985,2650,0.3244566880930517,-3950,-0.4836241199877563
,154,離開Long,TXF_Breakout_LX,44250,0.20833333333333334,16259,1,,,,,,,,
78,155,進入Long,TXF_BreakOut_LE,44251,0.4479166666666667,16359,1,-8050,-0.9841677364142062,151800,15.18,3650,0.44623754508221775,-7900,-0.965829207164252
,156,離開Long,TXF_Breakout_LX,44251,0.53125,16204,1,,,,,,,,
79,157,進入Long,TXF_BreakOut_LE,44252,0.125,16290,1,-2600,-0.3192142418661756,149200,14.92,6450,0.7918968692449355,-2450,-0.30079803560466545
,158,離開Long,TXF_Breakout_LX,44253,0.125,16244,1,,,,,,,,
80,159,進入Long,TXF_BreakOut_LE,44261,0.20833333333333334,15900,1,-7950,-1,141250,14.124999999999998,9600,1.2075471698113207,-7800,-0.9811320754716981
,160,離開Long,TXF_Breakout_LX,44264,0.4479166666666667,15747,1,,,,,,,,
81,161,進入Long,TXF_BreakOut_LE,44264,0.7083333333333334,15825,1,16350,2.066350710900474,157600,15.76,22850,2.88783570300158,-1050,-0.13270142180094785
,162,離開Long,TXF_Breakout_LX,44267,0.53125,16158,1,,,,,,,,
82,163,進入Long,TXF_BreakOut_LE,44268,0.20833333333333334,16160,1,7050,0.8725247524752476,164650,16.465,9900,1.2252475247524752,-1050,-0.12995049504950495
,164,離開Long,TXF_Settlement_LX,44272,0.53125,16307,1,,,,,,,,
83,165,進入Long,TXF_BreakOut_LE,44273,0.4479166666666667,16245,1,-6500,-0.8002462296091105,158150,15.815000000000001,7650,0.9418282548476453,-6350,-0.7817790089258233
,166,離開Long,TXF_Breakout_LX,44274,0.125,16121,1,,,,,,,,
84,167,進入Long,TXF_BreakOut_LE,44277,0.5729166666666666,16160,1,-3400,-0.42079207920792083,154750,15.475,5750,0.7116336633663367,-3600,-0.4455445544554455
,168,離開Long,TXF_Breakout_LX,44279,0.125,16098,1,,,,,,,,
85,169,進入Long,TXF_BreakOut_LE,44280,0.875,16038,1,18750,2.3381967826412273,173500,17.349999999999998,26300,3.2797106871180945,-3300,-0.411522633744856
,170,離開Long,TXF_Breakout_LX,44286,0.53125,16419,1,,,,,,,,
86,171,進入Long,TXF_BreakOut_LE,44286,0.9583333333333334,16455,1,11400,1.3855970829535096,184900,18.490000000000002,11900,1.4463688848374354,-300,-0.03646308113035552
,172,離開Long,TXF_Holiday_LX,44288,0.125,16689,1,,,,,,,,
87,173,進入Long,TXF_BreakOut_LE,44293,0.5729166666666666,16768,1,1800,0.21469465648854963,186700,18.67,10300,1.228530534351145,-4250,-0.5069179389312977
,174,離開Long,TXF_Breakout_LX,44298,0.4479166666666667,16810,1,,,,,,,,
88,175,進入Long,TXF_BreakOut_LE,44300,0.20833333333333334,16848,1,-3700,-0.43922127255460586,183000,18.3,3300,0.39173789173789175,-3550,-0.4214150047483381
,176,離開Long,TXF_Breakout_LX,44300,0.4479166666666667,16780,1,,,,,,,,
89,177,進入Long,TXF_BreakOut_LE,44300,0.7083333333333334,16860,1,16950,2.0106761565836297,199950,19.994999999999997,23350,2.7698695136417557,-1800,-0.21352313167259787
,178,離開Long,TXF_Breakout_LX,44307,0.4479166666666667,17205,1,,,,,,,,
90,179,進入Long,TXF_BreakOut_LE,44308,0.125,17238,1,-5200,-0.603318250377074,194750,19.475,6350,0.736744401902773,-5050,-0.5859148393085044
,180,離開Long,TXF_Breakout_LX,44308,0.53125,17140,1,,,,,,,,
91,181,進入Long,TXF_BreakOut_LE,44310,0.041666666666666664,17313,1,12350,1.4266735978744296,207100,20.71,19350,2.235314503552244,-1150,-0.13284814878992665
,182,離開Long,TXF_Holiday_LX,44316,0.125,17566,1,,,,,,,,
92,183,進入Long,TXF_BreakOut_LE,44323,0.4479166666666667,17117,1,2700,0.31547584272945023,209800,20.979999999999997,12750,1.489747035111293,-2950,-0.34468656890810306
,184,離開Long,TXF_Breakout_LX,44326,0.7083333333333334,17177,1,,,,,,,,
93,185,進入Long,TXF_BreakOut_LE,44334,0.53125,16018,1,5950,0.7429142215008117,215750,21.575,14850,1.8541640654263953,-2250,-0.2809339493070296
,186,離開Long,TXF_Settlement_LX,44335,0.53125,16143,1,,,,,,,,
94,187,進入Long,TXF_BreakOut_LE,44336,0.9583333333333334,16016,1,2550,0.31843156843156845,218300,21.83,20250,2.528721278721279,-150,-0.018731268731268732
,188,離開Long,TXF_Breakout_LX,44338,0.125,16073,1,,,,,,,,
95,189,進入Long,TXF_BreakOut_LE,44343,0.875,16585,1,25550,3.0810973771480255,243850,24.385,36200,4.365390413023817,-150,-0.01808863430810974
,190,離開Long,TXF_Breakout_LX,44350,0.875,17102,1,,,,,,,,
96,191,進入Long,TXF_BreakOut_LE,44351,0.041666666666666664,17170,1,-6250,-0.7280139778683751,237600,23.76,750,0.08736167734420501,-6100,-0.710541642399534
,192,離開Long,TXF_Breakout_LX,44351,0.4479166666666667,17051,1,,,,,,,,
97,193,進入Long,TXF_BreakOut_LE,44351,0.9583333333333334,17134,1,-6000,-0.7003618536243726,231600,23.16,6150,0.7178708999649819,-5850,-0.6828528072837633
,194,離開Long,TXF_Breakout_LX,44354,0.4479166666666667,17020,1,,,,,,,,
98,195,進入Long,TXF_BreakOut_LE,44357,0.9583333333333334,17184,1,10200,1.1871508379888267,241800,24.18,12300,1.431564245810056,-600,-0.06983240223463687
,196,離開Long,TXF_Settlement_LX,44363,0.53125,17394,1,,,,,,,,
99,197,進入Long,TXF_BreakOut_LE,44365,0.20833333333333334,17295,1,-4450,-0.5145995952587453,237350,23.735,1700,0.1965886094246892,-4300,-0.49725354148597867
,198,離開Long,TXF_Breakout_LX,44365,0.7083333333333334,17212,1,,,,,,,,
100,199,進入Long,TXF_BreakOut_LE,44369,0.20833333333333334,17150,1,-8400,-0.9795918367346939,228950,22.895,2050,0.239067055393586,-8250,-0.9620991253644314
,200,離開Long,TXF_Breakout_LX,44369,0.7083333333333334,16988,1,,,,,,,,
101,201,進入Long,TXF_BreakOut_LE,44370,0.041666666666666664,17019,1,21550,2.532463717022152,250500,25.05,30250,3.554850461249192,-150,-0.017627357659086903
,202,離開Long,TXF_Breakout_LX,44376,0.53125,17456,1,,,,,,,,
102,203,進入Long,TXF_BreakOut_LE,44376,0.875,17552,1,3700,0.4216043755697356,254200,25.419999999999998,10950,1.247721057429353,-1750,-0.19940747493163172
,204,離開Long,TXF_Breakout_LX,44378,0.53125,17632,1,,,,,,,,
103,205,進入Long,TXF_BreakOut_LE,44378,0.9583333333333334,17661,1,9550,1.081478964951022,263750,26.375,15500,1.7552799954702454,-4900,-0.5548949663099485
,206,離開Long,TXF_Breakout_LX,44383,0.7083333333333334,17858,1,,,,,,,,
104,207,進入Long,TXF_BreakOut_LE,44386,0.9583333333333334,17758,1,3050,0.3435071517062732,266800,26.68,13400,1.5091789615947742,-150,-0.01689379434621016
,208,離開Long,TXF_Breakout_LX,44391,0.4479166666666667,17825,1,,,,,,,,
105,209,進入Long,TXF_BreakOut_LE,44391,0.875,17929,1,-3350,-0.3736962463048692,263450,26.345000000000002,5650,0.6302638183947794,-3200,-0.3569635785598751
,210,離開Long,TXF_Breakout_LX,44393,0.041666666666666664,17868,1,,,,,,,,
106,211,進入Long,TXF_BreakOut_LE,44399,0.125,17374,1,-350,-0.040290088638195005,263100,26.31,9100,1.04754230459307,-1500,-0.17267180844940716
,212,離開Long,TXF_Breakout_LX,44403,0.4479166666666667,17373,1,,,,,,,,
107,213,進入Long,TXF_BreakOut_LE,44404,0.4479166666666667,17323,1,-9500,-1.096807712290019,253600,25.36,1100,0.12699878773884432,-9350,-1.0794896957801767
,214,離開Long,TXF_Breakout_LX,44404,0.7083333333333334,17139,1,,,,,,,,
