交易明細,__EMPTY,__EMPTY_1,__EMPTY_2,__EMPTY_3,__EMPTY_4,__EMPTY_5,__EMPTY_6,__EMPTY_7,__EMPTY_8,__EMPTY_9,__EMPTY_10,__EMPTY_11,__EMPTY_12,__EMPTY_13,__EMPTY_14
108,215,進入Long,TXF_BreakOut_LE,44405,0.7916666666666666,17048,1,7550,0.8857343969967152,261150,26.115,18450,2.164476771468794,-2800,-0.328484279680901
,216,離開Long,TXF_Breakout_LX,44407,0.5729166666666666,17205,1,,,,,,,,
109,217,進入Long,TXF_BreakOut_LE,44411,0.5729166666666666,17444,1,3100,0.355423068103646,264250,26.424999999999997,7050,0.8083008484292593,-1900,-0.21783994496675074
,218,離開Long,TXF_Breakout_LX,44413,0.7083333333333334,17512,1,,,,,,,,
110,219,進入Long,TXF_BreakOut_LE,44414,0.041666666666666664,17526,1,-9000,-1.0270455323519343,255250,25.525,1950,0.22252653200958575,-8850,-1.0099281068127355
,220,離開Long,TXF_Breakout_LX,44417,0.4479166666666667,17352,1,,,,,,,,
111,221,進入Long,TXF_BreakOut_LE,44419,0.4479166666666667,17278,1,-4750,-0.5498321564995949,250500,25.05,850,0.09839101747887488,-4600,-0.5324690357680287
,222,離開Long,TXF_ThisBar_LX,44419,0.4479166666666667,17189,1,,,,,,,,
112,223,進入Long,TXF_BreakOut_LE,44419,0.9583333333333334,17208,1,-4450,-0.5172013017201301,246050,24.605,1200,0.1394700139470014,-4300,-0.49976754997675504
,224,離開Long,TXF_Breakout_LX,44420,0.9583333333333334,17125,1,,,,,,,,
113,225,進入Long,TXF_BreakOut_LE,44421,0.20833333333333334,17200,1,-5150,-0.5988372093023255,240900,24.09,400,0.046511627906976744,-5000,-0.5813953488372093
,226,離開Long,TXF_Breakout_LX,44421,0.4479166666666667,17103,1,,,,,,,,
114,227,進入Long,TXF_BreakOut_LE,44426,0.875,16677,1,-14700,-1.7629069976614498,226200,22.62,1250,0.14990705762427295,-14550,-1.7449181507465372
,228,離開Long,TXF_Breakout_LX,44427,0.4479166666666667,16389,1,,,,,,,,
115,229,進入Long,TXF_BreakOut_LE,44428,0.9583333333333334,16296,1,45200,5.547373588610702,271400,27.139999999999997,53150,6.523073146784488,-400,-0.049091801669121256
,230,離開Long,TXF_Breakout_LX,44439,0.4479166666666667,17206,1,,,,,,,,
116,231,進入Long,TXF_BreakOut_LE,44439,0.5729166666666666,17320,1,3800,0.4387990762124711,275200,27.52,10050,1.1605080831408776,-150,-0.017321016166281754
,232,離開Long,TXF_Breakout_LX,44441,0.53125,17402,1,,,,,,,,
117,233,進入Long,TXF_BreakOut_LE,44442,0.53125,17519,1,-5000,-0.5708088361207831,270200,27.02,3650,0.4166904503681717,-4850,-0.5536845710371597
,234,離開Long,TXF_Breakout_LX,44446,0.4479166666666667,17425,1,,,,,,,,
118,235,進入Long,TXF_BreakOut_LE,44448,0.9583333333333334,17334,1,4000,0.4615207107418946,274200,27.42,11550,1.3326410522672205,-3400,-0.39229260413061035
,236,離開Long,TXF_Breakout_LX,44453,0.7083333333333334,17420,1,,,,,,,,
119,237,進入Long,TXF_BreakOut_LE,44455,0.20833333333333334,17350,1,-4250,-0.4899135446685879,269950,26.995,550,0.06340057636887608,-4100,-0.4726224783861671
,238,離開Long,TXF_Breakout_LX,44455,0.4479166666666667,17271,1,,,,,,,,
120,239,進入Long,TXF_BreakOut_LE,44456,0.20833333333333334,17268,1,-4150,-0.4806578642575863,265800,26.58,2200,0.2548065786425759,-4000,-0.46328468844104703
,240,離開Long,TXF_Breakout_LX,44456,0.4479166666666667,17191,1,,,,,,,,
121,241,進入Long,TXF_BreakOut_LE,44462,0.5729166666666666,17096,1,3950,0.46209639681796916,269750,26.974999999999998,12250,1.433083762283575,-1000,-0.1169864295741694
,242,離開Long,TXF_Breakout_LX,44467,0.4479166666666667,17181,1,,,,,,,,
122,243,進入Long,TXF_BreakOut_LE,44469,0.5729166666666666,16945,1,-12400,-1.4635585718501032,257350,25.735000000000003,900,0.10622602537621717,-12250,-1.4458542342874006
,244,離開Long,TXF_Breakout_LX,44470,0.4479166666666667,16703,1,,,,,,,,
123,245,進入Long,TXF_BreakOut_LE,44471,0.125,16585,1,-12550,-1.513415737111848,244800,24.48,3300,0.3979499547784142,-12400,-1.4953271028037385
,246,離開Long,TXF_Breakout_LX,44473,0.53125,16340,1,,,,,,,,
124,247,進入Long,TXF_BreakOut_LE,44474,0.7916666666666666,16413,1,-6450,-0.7859623469201243,238350,23.835,4200,0.5117894352038019,-6300,-0.7676841528057028
,248,離開Long,TXF_Breakout_LX,44475,0.53125,16290,1,,,,,,,,
125,249,進入Long,TXF_BreakOut_LE,44476,0.20833333333333334,16398,1,12300,1.500182949140139,250650,25.064999999999998,19850,2.421026954506647,-150,-0.018294914013904134
,250,離開Long,TXF_Breakout_LX,44477,0.53125,16650,1,,,,,,,,
126,251,進入Long,TXF_BreakOut_LE,44483,0.125,16372,1,18200,2.223308086977767,268850,26.884999999999998,24750,3.0234546787197654,-1100,-0.13437576349865624
,252,離開Long,TXF_Breakout_LX,44487,0.53125,16742,1,,,,,,,,
127,253,進入Long,TXF_BreakOut_LE,44488,0.041666666666666664,16775,1,7800,0.9299552906110283,276650,27.665,10600,1.2637853949329358,-150,-0.01788375558867362
,254,離開Long,TXF_Settlement_LX,44489,0.53125,16937,1,,,,,,,,
128,255,進入Long,TXF_BreakOut_LE,44496,0.20833333333333334,16994,1,-3200,-0.37660350712016005,273450,27.345000000000002,300,0.035306578792515,-3050,-0.35895021772390256
,256,離開Long,TXF_Breakout_LX,44496,0.4479166666666667,16936,1,,,,,,,,
129,257,進入Long,TXF_BreakOut_LE,44497,0.125,17063,1,-4250,-0.4981539002520073,269200,26.919999999999998,2300,0.2695891695481451,-4300,-0.5040145343726191
,258,離開Long,TXF_Breakout_LX,44498,0.4479166666666667,16984,1,,,,,,,,
130,259,進入Long,TXF_BreakOut_LE,44501,0.4479166666666667,17037,1,100,0.011739155954686858,269300,26.93,10750,1.2619592651288374,-650,-0.07630451370546458
,260,離開Long,TXF_Breakout_LX,44502,0.53125,17045,1,,,,,,,,
131,261,進入Long,TXF_BreakOut_LE,44505,0.4479166666666667,17194,1,15200,1.7680586251017798,284500,28.449999999999996,21850,2.5415842735838083,-800,-0.09305571711062
,262,離開Long,TXF_Breakout_LX,44510,0.53125,17504,1,,,,,,,,
132,263,進入Long,TXF_BreakOut_LE,44511,0.9583333333333334,17523,1,9450,1.078582434514638,293950,29.395,10850,1.238372424813103,-2050,-0.23397820007989498
,264,離開Long,TXF_Settlement_LX,44517,0.53125,17718,1,,,,,,,,
133,265,進入Long,TXF_BreakOut_LE,44518,0.125,17790,1,850,0.09555930297920179,294800,29.48,7800,0.8768971332209106,-2450,-0.27543563799887577
,266,離開Long,TXF_Breakout_LX,44519,0.7916666666666666,17813,1,,,,,,,,
134,267,進入Long,TXF_BreakOut_LE,44523,0.041666666666666664,17865,1,-5150,-0.5765463196193675,289650,28.965000000000003,1000,0.11195074167366359,-5000,-0.559753708368318
,268,離開Long,TXF_ThisBar_LX,44523,0.041666666666666664,17768,1,,,,,,,,
135,269,進入Long,TXF_BreakOut_LE,44525,0.125,17660,1,-6150,-0.6964892412231031,283500,28.349999999999998,2750,0.3114382785956965,-6000,-0.6795016987542469
,270,離開Long,TXF_Breakout_LX,44526,0.4479166666666667,17543,1,,,,,,,,
136,271,進入Long,TXF_BreakOut_LE,44531,0.041666666666666664,17386,1,11450,1.3171517312780399,294950,29.494999999999997,19300,2.2201771540319797,-8300,-0.9547912113194523
,272,離開Long,TXF_Breakout_LX,44534,0.041666666666666664,17621,1,,,,,,,,
137,273,進入Long,TXF_BreakOut_LE,44537,0.041666666666666664,17674,1,8000,0.9052845988457622,302950,30.294999999999998,15550,1.7596469390064502,-4450,-0.5035645581079552
,274,離開Long,TXF_Breakout_LX,44539,0.53125,17840,1,,,,,,,,
138,275,進入Long,TXF_BreakOut_LE,44546,0.4479166666666667,17762,1,-3250,-0.3659497804301317,299700,29.970000000000002,4200,0.47291971624817025,-4700,-0.5292196824681905
,276,離開Long,TXF_Breakout_LX,44550,0.4479166666666667,17703,1,,,,,,,,
139,277,進入Long,TXF_BreakOut_LE,44551,0.53125,17774,1,8250,0.9283222684820523,307950,30.795,12900,1.4515584561719366,-700,-0.07876673793181051
,278,離開Long,TXF_Breakout_LX,44554,0.7083333333333334,17945,1,,,,,,,,
140,279,進入Long,TXF_BreakOut_LE,44555,0.041666666666666664,17982,1,11100,1.2345679012345678,319050,31.905,15300,1.7017017017017018,-2300,-0.2558113669224781
,280,離開Long,TXF_Breakout_LX,44560,0.53125,18210,1,,,,,,,,
141,281,進入Long,TXF_BreakOut_LE,44560,0.7916666666666666,18240,1,550,0.06030701754385965,319600,31.96,1000,0.10964912280701754,-1050,-0.1151315789473684
,282,離開Long,TXF_Holiday_LX,44561,0.125,18257,1,,,,,,,,
142,283,進入Long,TXF_BreakOut_LE,44566,0.4479166666666667,18530,1,-4400,-0.4749055585536967,315200,31.52,650,0.07015650296815974,-4250,-0.45871559633027525
,284,離開Long,TXF_Breakout_LX,44566,0.5729166666666666,18448,1,,,,,,,,
143,285,進入Long,TXF_BreakOut_LE,44574,0.5729166666666666,18444,1,-4350,-0.4716981132075472,310850,31.085,10150,1.10062893081761,-4200,-0.4554326610279766
,286,離開Long,TXF_Breakout_LX,44575,0.4479166666666667,18363,1,,,,,,,,
144,287,進入Long,TXF_BreakOut_LE,44582,0.041666666666666664,18252,1,-8800,-0.9642778873548105,302050,30.205,1600,0.17532325224632916,-8650,-0.9478413324567172
,288,離開Long,TXF_Breakout_LX,44582,0.20833333333333334,18082,1,,,,,,,,
145,289,進入Long,TXF_BreakOut_LE,44587,0.20833333333333334,17688,1,-600,-0.06784260515603799,301450,30.145,3300,0.3731343283582089,-5850,-0.6614654002713705
,290,離開Long,TXF_Holiday_LX,44588,0.125,17682,1,,,,,,,,
146,291,進入Long,TXF_BreakOut_LE,44599,0.53125,17846,1,16500,1.849153872016138,317950,31.795,27400,3.0707161268631626,-150,-0.016810489745601256
,292,離開Long,TXF_Breakout_LX,44604,0.20833333333333334,18182,1,,,,,,,,
147,293,進入Long,TXF_BreakOut_LE,44607,0.7916666666666666,18085,1,6650,0.7354160906828864,324600,32.46,7500,0.8294166436273155,-150,-0.016588332872546307
,294,離開Long,TXF_Settlement_LX,44608,0.53125,18224,1,,,,,,,,
148,295,進入Long,TXF_BreakOut_LE,44613,0.5729166666666666,18235,1,-13650,-1.4971209213051824,310950,31.095,850,0.09322731011790514,-13500,-1.4806690430490814
,296,離開Long,TXF_Breakout_LX,44614,0.4479166666666667,17968,1,,,,,,,,
149,297,進入Long,TXF_BreakOut_LE,44615,0.4479166666666667,17972,1,-8600,-0.9570442911195193,302350,30.235,5900,0.6565768973959493,-8450,-0.9403516581348765
,298,離開Long,TXF_Breakout_LX,44616,0.4479166666666667,17806,1,,,,,,,,
150,299,進入Long,TXF_BreakOut_LE,44617,0.4479166666666667,17657,1,1500,0.16990428725151496,303850,30.385,15950,1.806648921107776,-7850,-0.8891657699495952
,300,離開Long,TXF_Breakout_LX,44622,0.20833333333333334,17693,1,,,,,,,,
151,301,進入Long,TXF_BreakOut_LE,44623,0.125,17903,1,-6600,-0.7373065966597777,297250,29.725,2950,0.3295537060827794,-6450,-0.7205496285538736
,302,離開Long,TXF_Breakout_LX,44624,0.20833333333333334,17777,1,,,,,,,,
152,303,進入Long,TXF_BreakOut_LE,44629,0.4479166666666667,16927,1,14400,1.7014237608554381,311650,31.165,28350,3.3496780291841435,-1900,-0.22449341289064806
,304,離開Long,TXF_Breakout_LX,44631,0.53125,17221,1,,,,,,,,
153,305,進入Long,TXF_BreakOut_LE,44636,0.125,17022,1,-5000,-0.5874750323111267,306650,30.665,3450,0.40535777229467745,-6450,-0.7578427916813535
,306,離開Long,TXF_Settlement_LX,44636,0.53125,16928,1,,,,,,,,
154,307,進入Long,TXF_BreakOut_LE,44636,0.7083333333333334,17017,1,14500,1.70417817476641,321150,32.115,23800,2.797202797202797,-2250,-0.26444144091202915
,308,離開Long,TXF_Breakout_LX,44638,0.53125,17313,1,,,,,,,,
155,309,進入Long,TXF_BreakOut_LE,44644,0.041666666666666664,17641,1,-2800,-0.3174423218638399,318350,31.835,1650,0.18706422538404852,-2650,-0.3004364831925628
,310,離開Long,TXF_Breakout_LX,44644,0.125,17591,1,,,,,,,,
156,311,進入Long,TXF_BreakOut_LE,44645,0.875,17650,1,-4250,-0.48158640226628896,314100,31.41,400,0.0453257790368272,-4100,-0.46458923512747874
,312,離開Long,TXF_Breakout_LX,44646,0.041666666666666664,17571,1,,,,,,,,
157,313,進入Long,TXF_BreakOut_LE,44646,0.20833333333333334,17627,1,-5700,-0.6467351222556306,308400,30.84,450,0.05105803596754978,-5550,-0.629715776933114
,314,離開Long,TXF_Breakout_LX,44648,0.4479166666666667,17519,1,,,,,,,,
158,315,進入Long,TXF_BreakOut_LE,44649,0.20833333333333334,17544,1,5400,0.615595075239398,313800,31.380000000000003,10400,1.1855905152758779,-3150,-0.3590971272229822
,316,離開Long,TXF_Breakout_LX,44651,0.20833333333333334,17658,1,,,,,,,,
159,317,進入Long,TXF_BreakOut_LE,44651,0.4479166666666667,17725,1,-5650,-0.6375176304654443,308150,30.814999999999998,2300,0.25952045133991536,-5500,-0.6205923836389281
,318,離開Long,TXF_Breakout_LX,44651,0.7083333333333334,17618,1,,,,,,,,
160,319,進入Long,TXF_BreakOut_LE,44659,0.7083333333333334,17329,1,-8300,-0.9579317906399676,299850,29.985,2550,0.2943043453170985,-8150,-0.9406197703271971
,320,離開Long,TXF_Breakout_LX,44662,0.4479166666666667,17169,1,,,,,,,,
161,321,進入Long,TXF_BreakOut_LE,44663,0.9583333333333334,17136,1,5350,0.6244164332399627,305200,30.520000000000003,10700,1.2488328664799253,-7600,-0.8870214752567693
,322,離開Long,TXF_Breakout_LX,44665,0.9583333333333334,17249,1,,,,,,,,
162,323,進入Long,TXF_BreakOut_LE,44679,0.53125,16400,1,1600,0.1951219512195122,306800,30.680000000000003,12850,1.5670731707317074,-4250,-0.5182926829268293
,324,離開Long,TXF_Breakout_LX,44681,0.125,16438,1,,,,,,,,
163,325,進入Long,TXF_BreakOut_LE,44685,0.125,16492,1,-4050,-0.49114722289594953,302750,30.275000000000002,4700,0.5699733203977686,-3900,-0.47295658501091437
,326,離開Long,TXF_Breakout_LX,44686,0.041666666666666664,16417,1,,,,,,,,
164,327,進入Long,TXF_BreakOut_LE,44691,0.9583333333333334,16083,1,-11350,-1.4114282161288316,291400,29.14,1050,0.13057265435553067,-11200,-1.3927749797923272
,328,離開Long,TXF_Breakout_LX,44692,0.875,15862,1,,,,,,,,
165,329,進入Long,TXF_BreakOut_LE,44694,0.041666666666666664,15700,1,-6650,-0.8471337579617834,284750,28.475,1750,0.2229299363057325,-6500,-0.8280254777070064
,330,離開Long,TXF_Breakout_LX,44694,0.125,15573,1,,,,,,,,
166,331,進入Long,TXF_BreakOut_LE,44694,0.4479166666666667,15780,1,21800,2.7629911280101394,306550,30.654999999999998,22250,2.8200253485424587,-2050,-0.2598225602027883
,332,離開Long,TXF_Settlement_LX,44699,0.53125,16222,1,,,,,,,,
167,333,進入Long,TXF_BreakOut_LE,44701,0.20833333333333334,16024,1,-5950,-0.7426360459311033,300600,30.06,9900,1.235646530204693,-5800,-0.7239141288067897
,334,離開Long,TXF_Breakout_LX,44702,0.041666666666666664,15911,1,,,,,,,,
168,335,進入Long,TXF_BreakOut_LE,44704,0.4479166666666667,16220,1,-7450,-0.9186189889025894,293150,29.315,2000,0.2466091245376079,-7300,-0.9001233045622689
,336,離開Long,TXF_Breakout_LX,44705,0.4479166666666667,16077,1,,,,,,,,
169,337,進入Long,TXF_BreakOut_LE,44706,0.53125,16078,1,-6150,-0.7650205249409131,287000,28.7,6050,0.7525811668117925,-6000,-0.7463614877472322
,338,離開Long,TXF_Breakout_LX,44707,0.53125,15961,1,,,,,,,,
170,339,進入Long,TXF_BreakOut_LE,44713,0.4479166666666667,16655,1,-5550,-0.6664665265685981,281450,28.144999999999996,4850,0.5824076853797658,-5400,-0.6484539177424197
,340,離開Long,TXF_Breakout_LX,44713,0.9583333333333334,16550,1,,,,,,,,
171,341,進入Long,TXF_BreakOut_LE,44720,0.125,16550,1,-600,-0.07250755287009064,280850,28.084999999999997,7450,0.9003021148036253,-450,-0.054380664652567974
,342,離開Long,TXF_Breakout_LX,44721,0.4479166666666667,16544,1,,,,,,,,
172,343,進入Long,TXF_BreakOut_LE,44727,0.4479166666666667,16064,1,-1450,-0.18052788844621512,279400,27.939999999999998,1450,0.18052788844621512,-3450,-0.4295318725099601
,344,離開Long,TXF_Settlement_LX,44727,0.53125,16041,1,,,,,,,,
173,345,進入Long,TXF_BreakOut_LE,44727,0.9583333333333334,15549,1,-2400,-0.3087015242137758,277000,27.700000000000003,12650,1.6271142838767765,-2250,-0.2894076789504148
,346,離開Long,TXF_Breakout_LX,44728,0.5729166666666666,15507,1,,,,,,,,
174,347,進入Long,TXF_BreakOut_LE,44736,0.4479166666666667,15032,1,7100,0.9446514103246407,284100,28.410000000000004,18200,2.4215007982969663,-3800,-0.5055880787653007
,348,離開Long,TXF_Breakout_LX,44740,0.4479166666666667,15180,1,,,,,,,,
175,349,進入Long,TXF_BreakOut_LE,44744,0.20833333333333334,14277,1,-7750,-1.0856622539749248,276350,27.634999999999998,1600,0.22413672340127477,-7600,-1.0646494361560552
,350,離開Long,TXF_Breakout_LX,44746,0.4479166666666667,14128,1,,,,,,,,
176,351,進入Long,TXF_BreakOut_LE,44748,0.20833333333333334,14194,1,-11950,-1.6838100605889812,264400,26.44,3350,0.4720304353952374,-11800,-1.662674369451881
,352,離開Long,TXF_Breakout_LX,44748,0.53125,13961,1,,,,,,,,
177,353,進入Long,TXF_BreakOut_LE,44749,0.041666666666666664,13973,1,-5950,-0.8516424533027983,258450,25.845000000000002,13600,1.9466113218349674,-5800,-0.8301724754884421
,354,離開Long,TXF_Breakout_LX,44749,0.4479166666666667,13860,1,,,,,,,,
178,355,進入Long,TXF_BreakOut_LE,44755,0.5729166666666666,14346,1,9150,1.2756168966959431,267600,26.76,18350,2.558204377526837,-12450,-1.7356754496026767
,356,離開Long,TXF_Breakout_LX,44761,0.20833333333333334,14535,1,,,,,,,,
179,357,進入Long,TXF_BreakOut_LE,44763,0.041666666666666664,14632,1,4350,0.5945872061235649,271950,27.195000000000004,11000,1.5035538545653362,-3800,-0.519409513395298
,358,離開Long,TXF_Breakout_LX,44765,0.125,14725,1,,,,,,,,
180,359,進入Long,TXF_BreakOut_LE,44767,0.4479166666666667,14749,1,-3400,-0.4610482066580785,268550,26.855,4900,0.6644518272425249,-3250,-0.44070784459963386
,360,離開Long,TXF_Breakout_LX,44768,0.4479166666666667,14687,1,,,,,,,,
181,361,進入Long,TXF_BreakOut_LE,44769,0.5729166666666666,14781,1,-300,-0.0405926527298559,268250,26.825,9200,1.2448413503822475,-550,-0.07441986333806913
,362,離開Long,TXF_Breakout_LX,44770,0.9583333333333334,14781,1,,,,,,,,
182,363,進入Long,TXF_BreakOut_LE,44777,0.7083333333333334,14679,1,10050,1.3693030860412836,278300,27.83,16900,2.302609169561959,-200,-0.027249812657537977
,364,離開Long,TXF_Breakout_LX,44782,0.041666666666666664,14886,1,,,,,,,,
183,365,進入Long,TXF_BreakOut_LE,44783,0.9583333333333334,15016,1,20250,2.6971230687266914,298550,29.854999999999997,22050,2.9368673415023974,-150,-0.01997868939797549
,366,離開Long,TXF_Settlement_LX,44790,0.53125,15427,1,,,,,,,,
184,367,進入Long,TXF_BreakOut_LE,44797,0.9583333333333334,15098,1,4200,0.5563650814677441,302750,30.275000000000002,10850,1.4372764604583388,-2650,-0.3510398728308385
,368,離開Long,TXF_Breakout_LX,44799,0.9583333333333334,15188,1,,,,,,,,
185,369,進入Long,TXF_BreakOut_LE,44804,0.53125,14938,1,-5950,-0.7966260543580131,296800,29.68,7850,1.0510108448252777,-5800,-0.7765430445842817
,370,離開Long,TXF_Breakout_LX,44805,0.4479166666666667,14825,1,,,,,,,,
186,371,進入Long,TXF_BreakOut_LE,44806,0.20833333333333334,14745,1,-6900,-0.9359104781281791,289900,28.99,3500,0.47473719905052564,-6750,-0.9155645981688708
,372,離開Long,TXF_Breakout_LX,44806,0.5729166666666666,14613,1,,,,,,,,
187,373,進入Long,TXF_BreakOut_LE,44810,0.041666666666666664,14644,1,-4500,-0.6145861786397159,285400,28.54,6150,0.839934444140945,-4350,-0.5940999726850588
,374,離開Long,TXF_Breakout_LX,44810,0.53125,14560,1,,,,,,,,
188,375,進入Long,TXF_BreakOut_LE,44812,0.125,14433,1,5950,0.8244994110718492,291350,29.134999999999998,8450,1.1709277350516178,-2400,-0.3325711910205778
,376,離開Long,TXF_Holiday_LX,44813,0.125,14558,1,,,,,,,,
189,377,進入Long,TXF_BreakOut_LE,44821,0.20833333333333334,14538,1,-5550,-0.7635163021048288,285800,28.58,1900,0.26138395927913055,-5400,-0.7428807263722659
,378,離開Long,TXF_Breakout_LX,44823,0.4479166666666667,14433,1,,,,,,,,
190,379,進入Long,TXF_BreakOut_LE,44824,0.041666666666666664,14484,1,-2200,-0.303783485225076,283600,28.360000000000003,5400,0.7456503728251864,-2950,-0.4073460370063518
,380,離開Long,TXF_Breakout_LX,44825,0.125,14446,1,,,,,,,,
191,381,進入Long,TXF_BreakOut_LE,44831,0.7083333333333334,13850,1,-6100,-0.8808664259927798,277500,27.750000000000004,2850,0.41155234657039713,-5950,-0.8592057761732852
,382,離開Long,TXF_Breakout_LX,44832,0.4479166666666667,13734,1,,,,,,,,
192,383,進入Long,TXF_BreakOut_LE,44833,0.041666666666666664,13603,1,-9300,-1.3673454385062118,268200,26.82,4350,0.6395648018819378,-9150,-1.345291479820628
,384,離開Long,TXF_Breakout_LX,44833,0.7083333333333334,13423,1,,,,,,,,
193,385,進入Long,TXF_BreakOut_LE,44834,0.7083333333333334,13458,1,-10750,-1.597562787932828,257450,25.745,250,0.03715262297518205,-10600,-1.575271214147719
,386,離開Long,TXF_Breakout_LX,44837,0.4479166666666667,13249,1,,,,,,,,
194,387,進入Long,TXF_BreakOut_LE,44837,0.875,13358,1,18900,2.8297649348704894,276350,27.634999999999998,29750,4.4542596197035484,-600,-0.08983380745620602
,388,離開Long,TXF_Breakout_LX,44841,0.20833333333333334,13742,1,,,,,,,,
195,389,進入Long,TXF_BreakOut_LE,44846,0.7083333333333334,13116,1,-7350,-1.120768526989936,269000,26.900000000000002,0,0,-7200,-1.0978956999085088
,390,離開Long,TXF_Breakout_LX,44847,0.4479166666666667,12975,1,,,,,,,,
196,391,進入Long,TXF_BreakOut_LE,44848,0.041666666666666664,12966,1,-1800,-0.2776492364645997,267200,26.72,14000,2.159494061391331,-1650,-0.25451180009254976
,392,離開Long,TXF_Breakout_LX,44849,0.125,12936,1,,,,,,,,
197,393,進入Long,TXF_BreakOut_LE,44851,0.7083333333333334,12996,1,-500,-0.07694675284702986,266700,26.669999999999998,9650,1.4850723299476762,-1550,-0.23853493382579258
,394,離開Long,TXF_Breakout_LX,44853,0.041666666666666664,12992,1,,,,,,,,
198,395,進入Long,TXF_BreakOut_LE,44854,0.875,12954,1,-8300,-1.281457464875714,258400,25.840000000000003,6050,0.9340744171684422,-8150,-1.2582985950285626
,396,離開Long,TXF_Breakout_LX,44855,0.7083333333333334,12794,1,,,,,,,,
199,397,進入Long,TXF_BreakOut_LE,44855,0.875,12824,1,-3000,-0.4678727386150967,255400,25.540000000000003,300,0.046787273861509666,-2850,-0.4444791016843418
,398,離開Long,TXF_ThisBar_LX,44855,0.875,12770,1,,,,,,,,
200,399,進入Long,TXF_BreakOut_LE,44856,0.041666666666666664,12915,1,-6950,-1.0762679055361983,248450,24.845,10400,1.6105303910181958,-6800,-1.0530391018195897
,400,離開Long,TXF_Breakout_LX,44858,0.9583333333333334,12782,1,,,,,,,,
201,401,進入Long,TXF_BreakOut_LE,44859,0.125,12888,1,-5650,-0.8767846058348852,242800,24.279999999999998,2650,0.41123525760397267,-5500,-0.8535071384233395
,402,離開Long,TXF_Breakout_LX,44859,0.4479166666666667,12781,1,,,,,,,,
202,403,進入Long,TXF_BreakOut_LE,44860,0.041666666666666664,12810,1,1500,0.234192037470726,244300,24.43,8550,1.334894613583138,-7450,-1.1631537861046057
,404,離開Long,TXF_Breakout_LX,44862,0.4479166666666667,12846,1,,,,,,,,
203,405,進入Long,TXF_BreakOut_LE,44863,0.041666666666666664,12838,1,7400,1.1528275432310329,251700,25.169999999999998,13300,2.0719738276990185,-250,-0.038946876460507866
,406,離開Long,TXF_Breakout_LX,44868,0.041666666666666664,12992,1,,,,,,,,
204,407,進入Long,TXF_BreakOut_LE,44869,0.53125,12966,1,24700,3.809964522597563,276400,27.639999999999997,34400,5.306185407990128,-400,-0.06169983032546661
,408,離開Long,TXF_Breakout_LX,44875,0.53125,13466,1,,,,,,,,
205,409,進入Long,TXF_BreakOut_LE,44876,0.041666666666666664,13780,1,41800,6.066763425253991,318200,31.819999999999997,51450,7.467343976777939,-150,-0.02177068214804064
,410,離開Long,TXF_Settlement_LX,44881,0.53125,14622,1,,,,,,,,
206,411,進入Long,TXF_BreakOut_LE,44883,0.125,14520,1,-4450,-0.6129476584022038,313750,31.374999999999996,7900,1.0881542699724518,-4300,-0.5922865013774105
,412,離開Long,TXF_Breakout_LX,44886,0.4479166666666667,14437,1,,,,,,,,
207,413,進入Long,TXF_BreakOut_LE,44895,0.4479166666666667,14636,1,10600,1.448483192128997,324350,32.435,24000,3.2795845859524464,-950,-0.12981688986061765
,414,離開Long,TXF_Breakout_LX,44897,0.4479166666666667,14854,1,,,,,,,,
208,415,進入Long,TXF_BreakOut_LE,44900,0.4479166666666667,14929,1,-6100,-0.8172014200549267,318250,31.825,5700,0.7636144416906692,-5950,-0.7971063031683301
,416,離開Long,TXF_Breakout_LX,44901,0.041666666666666664,14813,1,,,,,,,,
209,417,進入Long,TXF_BreakOut_LE,44904,0.041666666666666664,14633,1,-3300,-0.45103533110093624,314950,31.495,7350,1.00457869199754,-3150,-0.4305337251418028
,418,離開Long,TXF_Breakout_LX,44907,0.4479166666666667,14573,1,,,,,,,,
210,419,進入Long,TXF_BreakOut_LE,44909,0.53125,14712,1,-7750,-1.0535617183251766,307200,30.72,1450,0.1971179989124524,-7600,-1.0331702011963024
,420,離開Long,TXF_Breakout_LX,44910,0.20833333333333334,14563,1,,,,,,,,
211,421,進入Long,TXF_BreakOut_LE,44914,0.7916666666666666,14473,1,-6500,-0.8982242796932218,300700,30.070000000000004,850,0.11746009811372901,-6350,-0.8774960270849168
,422,離開Long,TXF_Breakout_LX,44915,0.20833333333333334,14349,1,,,,,,,,
212,423,進入Long,TXF_BreakOut_LE,44915,0.4479166666666667,14378,1,-2700,-0.37557379329531226,298000,29.799999999999997,3050,0.42425928501877874,-2550,-0.3547085825566838
,424,離開Long,TXF_Breakout_LX,44915,0.53125,14330,1,,,,,,,,
213,425,進入Long,TXF_BreakOut_LE,44921,0.4479166666666667,14212,1,300,0.042217844075429216,298300,29.830000000000002,8850,1.2454264002251618,-850,-0.11961722488038277
,426,離開Long,TXF_Breakout_LX,44922,0.9583333333333334,14224,1,,,,,,,,
214,427,進入Long,TXF_BreakOut_LE,44924,0.875,14083,1,-800,-0.11361215650074559,297500,29.75,6750,0.9586025704750409,-950,-0.1349144358446354
,428,離開Long,TXF_Breakout_LX,44925,0.9583333333333334,14073,1,,,,,,,,
215,429,進入Long,TXF_BreakOut_LE,44930,0.4479166666666667,14217,1,26150,3.678694520644299,323650,32.365,34100,4.797073925582049,-1650,-0.23211648027009918
